gender,height,weight,age,color,occupation,race,hair,titan,loveHistoria,eyes,loyalty,humor,fighting,intelligence,willpower,execution,passion,coordination,rationality,isReiner
1,164,73,27,3,2,2,1,2,1,1,0,6,4,5,1,3,8,7,9,0
1,175,92,13,2,1,3,2,1,2,3,5,6,8,6,4,6,3,4,7,1
2,198,103,51,3,3,1,3,1,2,1,3,2,3,7,0,6,3,8,3,0
1,138,110,48,2,2,3,3,1,2,1,5,6,1,6,2,3,4,3,9,0
1,168,56,49,1,1,3,2,2,2,3,4,10,1,6,10,8,3,5,0,0
2,186,129,16,2,3,3,2,1,1,1,10,9,9,10,5,9,4,5,7,0
2,196,84,39,1,3,2,1,2,1,1,4,7,7,5,7,1,8,4,7,0
1,177,60,24,3,2,2,3,1,1,2,6,2,2,5,0,6,5,5,4,0
1,180,93,41,2,2,3,1,2,1,1,9,3,5,9,2,0,10,7,8,0
2,141,74,35,1,3,2,1,1,1,2,10,7,6,8,5,2,9,4,1,0
1,136,45,54,1,1,3,1,1,1,2,10,1,6,0,0,5,3,10,4,0
2,145,50,53,2,2,2,2,1,1,1,1,4,10,4,7,1,1,3,7,0
1,149,110,50,3,3,2,2,1,1,1,4,9,10,3,2,3,3,8,1,0
2,176,112,42,3,3,1,2,2,2,2,9,9,7,5,4,5,4,0,7,0
2,145,97,27,1,1,2,1,2,2,1,10,6,3,10,6,10,9,6,8,0
1,179,57,39,2,1,3,1,2,2,3,9,0,9,7,10,3,3,5,8,0
2,162,127,22,3,3,1,1,2,2,1,0,1,5,3,8,5,0,5,9,0
2,191,86,21,1,1,1,3,1,2,3,10,7,0,0,9,2,6,6,4,0
2,171,106,26,1,2,2,2,2,2,3,1,2,2,1,1,2,1,7,6,0
1,169,100,12,2,3,3,1,1,2,1,9,5,6,7,10,10,5,3,2,0
2,174,123,46,1,1,1,1,1,2,2,0,10,10,0,6,1,8,6,2,0
2,140,76,44,3,3,3,2,2,1,2,10,5,10,7,0,8,9,0,1,0
1,160,69,28,1,1,1,2,2,2,1,0,4,6,10,3,9,2,0,3,0
2,178,67,20,1,1,3,1,1,2,1,7,4,8,9,1,4,10,5,1,0
2,181,58,39,1,1,2,3,1,2,2,10,0,1,6,1,8,3,7,2,0
1,153,75,35,1,3,3,2,2,2,2,6,10,6,6,5,2,0,5,9,0
1,167,120,48,1,2,2,1,2,1,2,10,4,7,7,3,4,4,10,10,0
2,139,125,32,1,3,3,2,1,1,3,9,0,1,4,0,3,7,2,0,0
2,160,79,18,3,3,2,1,2,1,3,6,3,8,7,10,2,8,2,7,0
2,183,45,24,2,3,3,2,2,1,1,10,1,8,10,10,10,6,10,6,0
2,172,118,35,1,2,3,1,1,1,1,8,9,3,6,1,5,1,2,0,0
2,156,71,30,1,3,3,2,1,2,1,0,7,5,8,6,9,3,1,1,0
2,144,86,47,2,2,1,3,1,1,2,4,9,5,7,5,2,9,10,4,0
1,155,108,36,1,1,3,2,1,1,3,5,8,0,0,8,8,3,10,0,1
1,137,48,12,1,2,2,2,1,2,3,1,10,5,10,4,0,6,8,1,0
2,168,81,24,2,2,2,1,1,1,2,3,9,5,5,10,3,10,8,1,0
2,188,51,17,1,2,3,1,1,2,3,0,10,8,10,3,0,5,5,7,0
2,182,58,49,1,1,1,1,2,2,3,9,7,4,1,10,2,7,8,9,0
2,144,87,48,1,1,2,1,2,1,1,6,2,7,8,5,10,0,5,6,0
2,135,53,59,3,2,2,1,1,1,1,6,2,4,6,6,1,1,9,5,0
2,173,101,44,2,2,2,3,1,1,1,6,3,7,8,5,8,3,8,1,0
1,147,95,47,2,2,3,2,1,2,2,8,2,3,7,5,6,9,9,0,0
2,154,128,39,1,2,1,2,1,2,3,9,1,0,8,5,0,5,8,3,0
1,167,59,45,1,2,3,2,2,2,3,7,8,7,6,7,0,9,1,4,0
1,185,68,20,1,2,1,1,1,2,3,10,9,6,8,1,4,10,5,10,0
2,182,77,33,2,2,1,2,2,1,3,4,4,0,1,2,9,1,5,3,0
1,175,111,18,1,2,2,2,1,2,1,9,3,2,3,5,1,0,0,7,0
2,187,70,37,3,3,1,2,2,2,2,9,3,1,8,10,1,5,2,9,0
2,148,122,51,3,2,2,1,1,1,1,10,9,9,7,10,2,5,1,7,0
1,140,116,10,1,2,2,1,2,2,3,2,10,6,4,8,6,10,4,10,0
1,141,97,27,3,1,3,2,2,2,3,3,8,1,8,5,2,10,1,0,0
2,154,83,59,3,3,3,1,2,1,1,9,0,10,8,9,0,5,3,2,0
2,160,50,23,2,1,2,3,2,2,3,6,9,0,7,6,2,4,9,7,0
2,158,44,52,1,3,1,3,2,1,1,0,4,10,6,8,10,3,1,4,0
1,165,83,10,3,3,1,3,1,1,3,2,5,10,2,10,2,9,8,5,0
2,147,116,13,1,2,2,1,1,2,3,1,0,3,9,3,0,10,1,2,0
1,191,117,41,2,1,3,3,1,1,1,2,10,2,3,7,4,4,10,4,0
1,167,105,40,1,2,3,2,1,2,3,3,1,6,4,10,3,7,2,1,0
2,181,61,56,2,2,1,2,1,2,1,9,0,3,5,8,5,0,2,3,0
2,194,101,25,3,1,2,2,1,1,1,1,6,4,0,6,2,5,6,2,0
2,176,50,25,1,2,2,3,2,2,2,2,6,5,10,3,2,4,4,7,0
2,144,58,17,2,2,2,2,2,1,1,3,9,3,3,3,1,1,3,6,0
1,195,90,31,2,3,3,3,1,1,3,9,5,9,10,8,9,9,9,7,0
2,140,97,22,1,3,2,3,1,1,1,9,3,6,7,9,2,1,10,6,0
2,147,109,57,2,2,1,1,2,1,3,4,9,5,5,1,9,2,6,0,0
2,168,112,53,2,2,1,2,1,2,2,6,2,9,7,4,8,3,8,2,0
2,154,90,34,3,3,2,1,2,1,3,7,10,8,8,1,2,1,1,1,0
1,178,122,51,1,1,1,1,1,1,2,1,1,6,1,1,7,10,8,10,0
2,187,50,55,1,2,1,3,2,2,3,10,5,1,7,8,0,2,7,3,0
2,193,104,12,1,2,3,3,2,1,2,0,2,9,0,9,7,7,3,3,0
1,147,112,37,2,3,2,3,1,2,1,5,6,1,8,5,5,3,5,3,0
2,157,71,21,3,1,2,2,2,2,3,6,10,4,9,5,7,10,2,9,0
1,172,85,56,1,1,2,3,2,1,2,3,3,0,5,10,4,7,7,9,0
1,179,69,47,1,1,2,2,1,1,3,1,5,8,5,0,9,9,8,8,0
2,169,126,12,2,1,3,1,1,1,2,2,5,3,4,7,4,6,0,8,0
2,148,40,30,2,1,2,3,1,1,3,9,8,1,8,2,4,2,6,1,0
1,178,68,25,2,3,3,2,2,2,1,0,0,2,8,6,5,4,8,4,0
2,176,77,28,3,2,1,1,2,1,3,7,0,3,0,9,6,6,10,1,0
1,135,113,59,1,3,3,1,1,1,1,6,6,5,0,4,6,4,1,1,0
2,184,61,20,3,3,1,1,2,2,1,9,3,6,8,3,0,3,0,8,0
1,141,79,39,3,1,2,2,1,2,3,4,10,8,10,10,1,3,4,9,0
2,177,46,39,1,2,2,3,1,1,1,9,10,10,2,0,4,3,9,1,0
1,144,100,46,3,2,2,1,2,2,1,7,6,0,2,5,10,3,8,0,0
2,144,53,14,3,2,3,1,1,1,3,1,1,6,6,7,7,8,4,10,0
1,194,50,45,1,2,1,1,1,2,2,4,1,5,8,2,7,7,7,7,0
2,180,112,22,1,1,1,3,1,2,3,3,6,7,9,5,2,6,1,9,0
2,193,54,26,1,3,1,1,2,1,1,4,3,5,7,9,0,10,5,9,0
2,175,93,31,2,1,2,1,2,2,1,0,6,0,5,3,10,1,3,10,0
1,157,84,19,1,2,2,3,2,1,2,4,4,7,5,4,10,4,2,3,0
1,186,90,34,2,3,1,2,2,1,1,3,3,4,7,10,3,9,7,2,0
1,189,89,12,1,3,1,1,1,2,3,7,6,8,7,4,8,7,3,10,0
1,183,46,37,2,2,2,2,1,1,1,5,9,1,1,7,3,6,2,7,0
2,139,85,37,1,3,3,2,1,2,1,2,2,0,7,0,8,6,6,6,0
2,168,59,53,2,1,2,3,1,1,3,7,0,0,3,10,10,10,7,7,0
1,184,55,28,3,1,1,1,2,2,2,9,0,6,10,4,9,7,3,10,0
1,191,62,10,1,2,2,3,1,1,3,8,4,4,8,1,3,1,6,7,0
1,186,103,55,3,3,3,1,1,2,3,6,9,0,2,9,10,6,10,2,0
1,196,96,38,3,3,2,1,2,2,3,8,5,6,5,9,6,9,1,9,0
2,164,109,50,3,3,1,1,1,2,1,6,1,1,9,9,7,3,1,3,0
1,167,89,22,2,3,1,2,2,1,3,7,4,10,0,6,4,2,0,1,0
1,142,100,12,2,3,3,2,1,2,3,9,2,6,4,6,4,9,9,10,0
1,187,45,40,2,2,3,2,2,2,2,9,0,2,6,0,9,3,3,4,0
1,152,90,37,3,1,3,2,1,2,1,10,5,8,7,8,8,4,2,6,1
1,163,74,12,1,1,3,1,2,1,2,10,3,2,9,2,4,10,9,6,0
2,155,127,16,3,3,3,2,2,1,1,1,2,0,9,4,6,6,1,5,0
2,163,87,25,1,3,2,3,2,2,1,3,4,5,2,2,6,5,2,2,0
2,171,72,30,2,2,3,1,1,2,3,5,7,6,3,7,0,3,0,2,0
2,148,90,58,3,2,3,2,2,1,3,10,7,9,7,7,4,2,4,3,0
2,159,114,23,3,3,3,3,1,1,1,5,1,10,4,6,6,4,8,7,0
1,153,51,27,3,1,3,2,1,2,2,5,10,10,2,3,0,8,6,8,1
1,183,114,51,3,2,1,1,2,2,1,3,0,6,8,2,9,5,4,6,0
2,195,100,33,2,2,3,2,1,1,3,10,6,9,7,5,0,4,3,1,0
1,181,101,27,3,2,2,3,1,1,3,1,6,7,8,6,4,7,3,7,0
2,169,50,21,2,2,2,1,2,1,1,9,7,6,1,0,3,10,1,6,0
1,164,43,42,1,1,3,2,2,2,2,7,10,4,2,6,2,5,1,8,0
2,177,94,30,3,1,1,1,1,2,3,9,2,2,9,7,8,1,6,3,0
2,176,104,23,2,1,3,3,2,1,2,7,10,2,4,1,10,4,8,0,0
2,167,88,25,2,2,2,1,2,1,3,0,0,3,3,3,7,3,7,3,0
2,196,87,35,1,2,2,1,2,1,3,9,8,9,3,0,9,0,3,0,0
1,180,99,31,3,2,1,3,2,1,1,10,10,3,1,3,8,0,7,4,0
2,148,62,15,3,1,2,1,2,2,3,5,9,10,8,5,5,2,9,9,0
2,156,73,36,1,2,3,3,2,1,2,4,2,9,0,7,6,3,1,9,0
1,150,45,59,2,3,2,2,2,1,2,8,3,4,3,9,0,2,3,5,0
2,170,116,26,3,2,2,1,1,1,1,1,0,2,9,0,7,6,4,9,0
1,172,52,50,3,1,3,3,1,1,2,3,5,9,10,4,10,10,7,5,0
2,136,113,40,3,1,2,3,2,2,1,4,1,5,1,10,4,3,5,6,0
1,163,57,13,2,1,3,1,1,2,1,7,3,3,7,2,8,6,6,0,0
2,143,49,32,3,1,3,2,1,1,1,10,3,9,6,0,3,4,4,3,0
2,196,121,24,1,3,1,3,2,1,2,3,8,1,8,7,10,4,2,1,0
1,154,53,28,3,2,1,2,2,2,2,2,6,1,2,9,3,5,6,7,0
2,157,69,21,1,3,3,3,1,1,1,1,7,4,5,5,0,6,5,3,0
2,148,102,25,1,1,2,3,1,2,1,10,0,9,3,6,10,3,4,3,0
2,177,78,24,3,2,2,3,2,1,3,0,10,3,8,2,3,8,8,6,0
1,197,50,35,2,1,2,1,1,2,3,1,3,2,4,2,9,5,2,4,0
1,186,117,25,3,1,1,2,1,1,3,10,2,1,8,1,6,1,8,8,0
2,137,60,14,1,3,1,3,2,2,3,6,7,6,10,9,0,1,5,5,0
1,188,113,51,2,3,2,2,1,2,1,7,1,3,6,7,1,7,5,1,0
1,189,106,46,1,2,1,3,2,1,3,0,9,9,4,8,5,10,5,8,0
1,161,123,48,3,2,1,1,1,2,2,7,10,2,10,9,2,10,1,2,0
2,165,121,25,1,2,2,2,1,2,3,5,1,0,3,2,9,5,9,4,0
2,172,126,35,3,2,2,1,2,2,2,1,8,4,2,2,0,10,4,5,0
2,197,58,35,2,1,1,2,1,2,2,2,3,1,9,3,10,2,8,6,0
1,156,118,34,2,2,1,1,2,2,1,3,0,10,3,5,6,1,10,1,0
2,192,73,30,3,3,2,1,2,2,1,6,4,7,7,10,4,4,7,5,0
2,147,82,31,2,3,1,3,2,1,1,10,2,0,5,3,5,4,9,3,0
1,164,70,57,2,3,3,3,2,1,3,6,2,9,5,8,1,2,4,9,0
1,135,41,11,2,1,2,2,2,1,3,2,9,1,9,9,2,0,9,7,0
1,188,43,53,1,2,1,2,2,1,1,2,1,4,1,0,2,5,7,0,0
2,140,87,26,2,3,3,2,1,2,3,0,6,10,2,8,6,0,2,10,0
1,150,95,41,2,2,2,1,2,1,2,10,0,7,9,8,2,8,9,4,0
2,192,108,44,2,1,3,2,2,1,3,8,1,2,5,0,0,5,10,10,0
1,190,52,20,1,1,3,1,1,2,3,3,4,7,9,8,7,5,3,6,0
1,179,64,46,3,3,3,2,1,1,3,7,10,4,3,1,9,4,3,7,0
1,183,83,10,2,3,2,3,1,1,1,10,1,4,10,8,10,6,4,10,0
2,154,84,57,2,1,3,1,2,1,1,1,6,8,6,5,1,0,5,8,0
2,146,70,54,2,3,3,1,2,2,3,7,10,7,9,7,2,9,8,4,0
1,198,103,17,3,2,2,3,1,1,2,7,5,3,0,9,5,5,3,10,0
1,147,106,42,1,2,1,1,2,2,1,9,2,6,7,5,3,7,4,7,0
2,163,74,29,2,2,3,1,1,2,3,2,6,9,0,1,9,0,1,9,0
2,148,93,19,1,3,2,1,2,2,2,8,7,10,2,9,4,4,1,7,0
2,197,76,14,1,2,3,1,1,2,3,4,4,0,10,5,2,3,0,9,0
1,197,89,45,1,2,3,3,1,2,1,6,0,3,2,7,4,3,2,1,0
1,141,106,26,3,3,3,2,2,1,1,6,10,6,5,7,0,3,4,10,0
2,187,92,14,3,1,1,2,1,1,3,5,2,1,10,6,6,9,8,3,0
2,190,43,29,1,1,3,3,2,1,1,5,7,10,5,8,8,8,8,6,0
2,195,102,25,1,3,2,1,2,1,1,8,5,6,9,0,3,3,7,6,0
1,173,73,38,3,1,1,3,2,2,2,3,2,5,3,7,4,4,2,4,0
1,161,129,29,2,1,3,1,2,2,1,2,4,0,9,5,5,8,3,1,0
2,179,44,52,3,3,2,3,1,2,2,0,8,4,10,8,4,2,2,7,0
1,142,73,28,1,1,1,3,2,2,1,8,10,9,5,8,0,4,0,10,0
1,135,109,41,2,3,2,3,1,2,3,2,3,0,7,8,8,8,1,5,0
2,140,122,51,2,1,3,2,2,1,1,10,3,4,10,6,0,6,7,3,0
1,164,105,38,3,1,3,1,1,2,2,6,2,4,1,6,2,8,9,0,0
1,195,81,27,1,2,1,2,1,2,2,9,6,5,4,0,9,10,9,2,0
2,147,100,16,2,2,1,3,1,1,1,1,9,10,7,9,2,9,5,10,0
1,179,53,53,2,1,1,1,1,2,2,4,4,5,7,3,1,7,5,7,0
1,173,74,11,2,1,2,1,2,2,1,1,8,1,0,4,7,1,2,2,0
1,171,72,35,2,1,3,1,1,1,3,2,9,3,4,7,7,1,4,5,0
2,196,61,24,2,3,3,3,1,1,1,0,7,10,6,7,0,8,8,3,0
1,168,71,27,3,3,2,3,2,1,1,2,5,1,5,7,5,3,10,6,0
1,149,129,56,3,2,1,2,1,2,1,8,7,3,9,10,5,2,2,2,0
1,176,86,13,1,1,1,3,2,2,2,7,2,2,7,8,10,0,10,3,0
2,190,48,27,2,2,2,3,1,2,3,3,6,6,9,8,2,8,2,5,0
1,158,120,31,3,3,2,1,2,2,1,4,6,0,2,4,0,6,3,2,0
1,195,79,15,2,1,1,1,1,2,2,1,5,4,1,10,1,9,6,6,0
1,135,61,30,1,2,3,3,2,2,1,1,6,6,9,10,10,4,9,4,0
1,166,84,45,1,1,1,1,2,2,3,6,3,4,2,7,7,6,6,8,0
1,185,129,32,1,3,2,3,2,1,3,8,1,1,7,7,1,5,0,4,0
1,197,111,25,1,1,2,1,1,1,1,7,1,3,6,10,10,5,5,2,0
1,170,81,41,3,1,2,3,1,2,3,6,0,4,10,7,10,6,9,5,0
1,182,67,10,3,2,3,1,2,1,3,1,10,4,8,10,7,6,0,0,0
2,155,91,50,1,1,1,1,2,1,3,9,2,3,6,10,10,5,4,2,0
1,165,94,18,2,3,3,2,2,1,1,1,10,0,4,4,3,1,2,1,0
2,137,67,49,3,3,3,2,2,1,2,2,7,1,8,1,4,3,9,4,0
1,167,129,33,2,1,1,2,2,2,1,8,0,5,0,9,3,2,4,4,0
1,158,69,16,1,1,2,2,2,2,3,5,6,7,5,4,1,1,8,0,0
2,135,103,23,2,1,1,3,1,1,3,2,2,1,5,0,0,2,6,2,0
2,173,82,11,3,1,2,2,2,1,2,6,8,2,10,7,6,5,9,2,0
2,157,53,26,3,3,1,2,2,1,2,2,10,7,5,3,10,10,3,6,0
1,156,59,18,3,3,3,1,1,1,3,6,8,9,2,0,2,10,8,7,0
1,176,74,40,3,3,2,2,2,1,1,5,5,3,2,10,0,9,7,5,0
1,159,84,50,3,1,3,2,1,2,2,10,10,6,0,1,7,3,6,2,1
1,165,114,10,3,1,3,3,2,1,3,6,3,10,10,0,0,7,6,0,0
1,163,74,38,1,1,2,3,2,2,3,2,0,10,7,3,5,6,2,9,0
1,147,128,22,3,2,3,1,1,1,1,8,7,0,1,4,7,8,4,8,0
1,192,58,36,1,2,1,3,2,1,1,3,8,8,5,5,10,3,2,3,0
1,193,85,52,1,1,1,3,1,2,3,7,4,2,1,4,9,5,9,7,0
2,140,65,37,3,3,2,2,1,1,3,10,1,1,1,10,6,0,5,0,0
2,198,103,54,1,3,2,2,2,1,1,2,7,7,1,2,10,6,9,1,0
2,199,115,51,2,1,1,1,2,2,3,7,8,8,2,10,2,10,8,5,0
1,164,59,41,3,3,1,3,2,2,2,9,9,1,9,6,2,8,10,2,0
1,177,66,31,1,2,3,1,1,1,3,3,3,6,1,7,9,3,7,10,0
1,166,103,38,1,3,2,2,1,1,1,1,1,6,5,2,3,6,3,2,0
1,164,53,32,2,3,1,3,2,1,3,9,2,2,9,6,6,8,4,10,0
1,179,41,47,3,2,1,2,1,2,2,1,0,9,4,3,4,6,4,6,0
2,136,53,29,3,2,3,3,2,1,2,8,2,7,3,4,2,7,4,8,0
1,177,99,48,1,3,3,2,1,1,1,0,10,9,5,9,5,1,2,3,0
2,144,45,29,3,2,3,2,1,1,2,7,9,0,8,5,2,5,8,5,0
1,179,54,33,1,1,3,3,2,1,3,3,0,4,0,4,1,9,1,2,0
2,192,121,22,2,2,3,2,1,2,2,5,4,2,0,9,10,9,2,0,0
1,164,89,10,1,2,2,2,2,2,2,4,8,9,10,9,9,7,10,1,0
1,155,112,25,1,1,2,3,2,2,1,9,2,6,8,1,1,0,0,4,0
2,166,107,33,3,2,2,3,2,2,2,4,8,4,10,9,3,4,9,9,0
1,172,122,39,2,3,3,3,2,1,1,1,0,8,6,2,0,0,4,3,0
1,189,66,51,1,3,1,3,1,2,3,0,4,10,5,5,9,10,6,5,0
2,184,89,43,3,2,3,1,2,2,3,7,5,4,8,9,4,9,10,10,0
1,136,120,44,2,3,1,3,2,2,1,10,5,1,7,3,5,0,4,9,0
2,174,82,54,2,2,3,2,2,1,1,4,8,5,0,8,1,9,4,10,0
1,188,125,51,1,3,1,1,1,2,1,5,8,2,10,5,9,9,3,6,0
2,149,125,20,1,1,2,2,2,1,1,7,0,1,6,7,4,2,5,5,0
2,167,104,25,2,2,1,3,2,2,2,5,5,6,10,5,4,8,3,4,0
1,136,68,59,2,3,2,3,1,1,2,8,7,6,3,0,1,3,6,7,0
1,181,116,12,3,2,3,1,2,1,3,1,5,0,4,7,10,4,0,4,0
2,175,76,43,3,2,3,3,1,1,2,4,5,0,9,4,6,6,7,7,0
1,158,95,55,2,1,2,2,1,1,2,8,8,1,2,6,8,10,3,6,0
1,189,89,47,3,3,2,1,1,1,2,10,8,2,6,6,5,5,9,7,0
1,193,53,56,2,1,1,3,1,2,1,0,5,4,3,7,2,9,3,4,0
2,183,53,41,2,3,3,1,1,1,1,10,7,3,3,1,4,1,4,4,0
1,146,65,41,3,1,2,3,1,1,2,7,7,4,6,5,3,0,9,5,0
1,192,114,33,2,3,2,1,1,2,3,3,6,1,5,10,1,1,4,10,0
2,137,107,46,3,3,1,2,1,2,2,0,2,3,8,4,1,5,1,6,0
2,156,118,38,3,3,2,2,1,1,1,3,2,3,9,7,10,3,9,10,0
1,144,76,36,2,3,2,1,1,1,3,8,1,2,3,4,4,7,5,6,0
2,194,119,18,2,1,2,2,1,1,2,0,5,2,4,6,6,0,10,4,0
1,145,46,40,3,1,1,3,2,2,3,4,7,1,3,3,0,5,2,2,0
2,162,66,46,1,1,3,3,1,2,3,4,7,9,5,8,10,7,2,6,0
2,158,124,14,2,3,3,3,1,2,3,5,0,9,7,7,1,6,10,10,0
2,146,105,44,1,3,3,2,1,2,1,0,7,9,10,10,3,7,8,8,0
2,174,43,38,1,2,1,1,1,1,1,7,2,3,3,10,5,6,10,10,0
2,139,81,40,3,3,2,3,2,2,2,2,0,5,5,2,8,1,10,4,0
2,136,86,47,3,2,2,3,2,2,1,8,5,9,4,6,3,10,0,0,0
1,190,114,17,3,2,2,1,2,2,3,8,2,0,0,1,0,6,3,10,0
1,168,110,59,3,1,1,2,1,1,3,3,4,1,4,5,3,0,6,2,0
2,189,70,44,1,1,3,3,2,1,3,0,10,9,3,7,3,7,2,5,0
1,181,43,38,3,3,1,1,2,2,2,3,1,8,6,2,8,0,10,8,0
2,150,109,35,2,1,2,3,1,2,1,7,1,9,6,0,5,3,1,1,0
2,183,95,28,2,3,2,3,2,1,1,1,3,7,9,5,2,0,9,10,0
2,171,117,30,1,3,3,1,2,2,1,2,4,8,4,3,10,8,1,10,0
2,192,88,54,1,3,2,2,1,1,2,5,9,2,0,6,2,4,0,0,0
1,174,58,41,2,3,1,2,1,2,3,4,7,4,0,0,5,9,2,7,0
2,181,97,58,2,1,3,1,2,2,3,5,4,6,2,1,6,8,5,2,0
2,181,83,46,1,2,2,3,1,2,3,1,4,7,9,5,3,0,4,8,0
2,163,99,57,2,2,3,1,1,1,3,3,0,2,9,2,3,2,9,2,0
2,159,109,45,2,3,1,2,1,2,3,9,5,0,2,4,4,9,0,1,0
2,165,49,37,1,1,3,3,2,1,1,10,0,9,9,3,9,10,4,5,0
1,191,54,47,3,1,1,2,2,1,3,3,6,8,6,1,1,0,6,6,0
2,146,77,38,1,2,1,2,1,2,2,9,6,5,1,1,0,4,6,7,0
2,174,114,49,3,3,2,2,1,1,1,3,2,8,9,9,8,0,5,7,0
1,176,101,53,1,3,1,3,2,2,3,7,8,10,7,8,7,10,5,0,0
2,145,58,40,3,1,1,2,2,1,1,9,4,1,8,3,5,2,8,5,0
1,186,112,42,3,2,1,2,2,1,1,4,9,7,0,8,6,6,7,2,0
1,175,58,18,1,1,1,2,1,1,3,0,2,6,4,4,3,3,10,5,0
2,164,46,56,1,2,3,2,2,1,3,2,4,10,2,10,7,6,10,8,0
2,194,124,23,1,2,2,1,1,1,3,2,7,8,6,2,5,8,5,3,0
2,135,103,54,2,1,3,1,1,1,1,1,8,10,2,1,7,8,1,8,0
2,194,96,17,3,1,2,3,2,1,2,4,3,9,9,1,3,2,7,3,0
1,148,66,42,3,3,1,3,1,2,2,0,6,7,10,5,10,9,0,4,0
2,190,123,12,1,3,1,2,2,2,1,2,4,7,5,7,9,7,6,0,0
1,149,80,39,3,1,1,3,1,1,1,7,8,8,5,5,9,0,9,9,0
2,183,48,37,2,1,3,3,1,1,1,8,2,4,0,8,10,3,7,8,0
1,192,113,46,1,2,3,2,1,2,1,4,1,3,0,5,3,3,2,1,0
2,164,52,34,3,2,3,1,2,1,3,5,6,0,4,10,7,3,7,1,0
1,158,67,43,2,1,1,1,2,2,2,3,0,0,10,2,1,10,7,9,0
2,177,67,12,3,2,3,1,1,1,2,8,10,1,6,3,8,5,5,0,0
1,175,114,18,1,3,2,2,1,1,2,8,6,9,6,3,8,5,8,5,0
1,183,99,48,1,2,1,1,2,1,2,2,4,10,2,8,10,6,9,0,0
1,166,76,39,2,2,1,3,1,1,1,5,9,1,10,1,1,10,2,4,0
1,162,87,11,1,3,1,2,1,2,1,0,10,3,9,0,3,7,7,4,0
2,160,76,19,1,1,1,3,1,2,2,6,5,10,8,1,10,5,5,9,0
1,181,58,10,1,1,2,3,1,1,2,1,3,2,6,5,10,9,0,9,0
1,179,89,35,1,3,1,3,2,2,1,10,1,6,4,0,10,5,9,9,0
2,140,104,15,2,1,3,1,1,1,3,5,9,9,0,5,8,0,3,6,0
1,139,41,42,3,3,2,1,2,2,3,0,0,4,3,10,2,6,5,1,0
2,159,109,55,3,3,3,2,1,2,2,4,10,5,8,10,5,9,8,1,0
1,142,42,49,2,1,1,1,1,2,1,6,6,1,8,2,6,5,7,6,0
2,180,73,37,2,1,2,1,1,2,1,10,0,4,0,9,10,5,4,4,0
1,176,89,45,3,1,1,1,1,1,1,7,4,0,5,0,3,2,9,5,0
2,197,105,25,1,1,2,2,2,1,2,7,0,3,8,0,0,10,9,3,0
2,142,58,21,1,1,2,3,1,1,2,2,7,3,0,6,10,1,0,4,0
2,186,124,48,1,3,3,1,1,2,1,8,8,3,8,8,3,5,7,3,0
2,168,91,38,3,3,1,3,1,1,2,10,8,1,2,10,1,3,9,2,0
1,165,57,32,2,2,1,3,1,2,2,9,7,1,4,8,8,5,8,7,0
1,192,85,58,2,1,2,2,2,1,2,8,3,6,4,5,7,0,5,10,0
1,152,95,59,3,3,1,1,2,1,1,0,4,5,1,7,10,8,10,2,0
1,195,111,51,3,3,1,2,1,1,1,0,5,2,6,1,3,8,2,4,0
1,139,124,33,2,2,2,1,2,1,1,6,10,3,3,5,5,10,2,9,0
1,165,77,25,2,2,1,1,1,2,2,4,7,9,9,9,5,10,6,0,0
2,143,107,46,3,2,1,1,1,1,2,2,8,5,5,7,2,4,2,9,0
1,162,74,11,3,2,3,3,2,1,2,6,8,8,7,3,4,6,6,4,0
1,147,123,27,3,3,3,3,1,1,3,1,6,0,6,6,5,9,7,4,0
2,172,49,40,1,1,3,3,2,1,3,6,6,10,8,8,8,4,8,4,0
2,194,57,54,1,3,2,1,1,1,1,6,8,8,2,9,6,0,7,3,0
2,158,51,59,3,1,3,3,2,1,1,6,10,2,4,9,9,7,7,8,0
2,182,66,12,3,2,2,1,1,1,3,6,9,1,3,10,1,9,0,10,0
2,188,72,21,2,2,1,2,1,1,2,8,4,1,0,9,0,0,7,10,0
1,150,64,20,3,3,2,2,1,1,1,9,5,9,6,10,3,7,2,7,0
1,197,51,52,2,3,3,2,1,1,1,7,6,1,4,2,10,10,10,7,0
2,177,78,59,2,3,3,2,2,1,1,0,10,1,1,9,5,10,6,4,0
1,184,69,38,1,3,1,3,1,2,2,5,9,1,1,7,3,7,5,0,0
1,146,71,22,3,3,3,2,2,2,3,3,3,10,1,7,0,9,3,5,0
2,188,129,16,1,2,3,3,2,2,2,6,8,4,4,10,4,6,3,4,0
2,168,123,27,3,2,3,2,1,2,1,4,8,10,3,4,6,4,0,4,0
1,146,110,58,2,1,2,3,1,1,2,3,1,3,2,10,6,4,8,9,0
2,147,86,32,3,3,3,1,1,1,3,6,2,7,7,0,4,10,10,0,0
1,159,64,13,2,3,1,3,1,2,2,5,6,2,2,8,2,2,10,0,0
2,191,118,37,1,2,1,3,2,2,3,8,10,7,6,7,2,0,6,7,0
2,138,73,19,1,3,2,3,1,1,3,8,9,0,7,4,1,7,2,10,0
1,195,48,48,1,3,1,3,1,1,3,5,8,8,6,2,7,6,9,10,0
2,182,89,12,3,1,1,1,1,2,1,4,1,0,5,5,7,5,7,5,0
1,185,41,40,3,2,3,3,2,2,3,8,2,0,0,7,1,6,4,4,0
2,151,63,38,3,3,3,1,2,2,1,6,2,3,8,7,4,4,6,5,0
